year,state_po,district_id,total_population,median_income,pct_college,pct_hs_only,pct_white,pct_black,pct_asian,pct_hispanic,pct_nonwhite
2012,VA,VA-02,721148,61364.0,0.3022849763604734,0.2532727136895805,0.6779149356304115,0.2160319379655771,0.050893852579498244,0.06907735998713163,0.3220850643695885
2012,VA,VA-03,738316,41617.0,0.2135119984476402,0.29691037278195814,0.3546056160234913,0.5813987506704447,0.018497499715568945,0.05166486978475341,0.6453943839765087
2012,VA,VA-04,726528,62357.0,0.2398002974029976,0.30130563638657426,0.6238355576109936,0.3190778607293869,0.02133847559901339,0.04504575184989429,0.37616444238900637
2012,VA,VA-05,725324,47135.0,0.24184561485086203,0.30913908452821415,0.7499227931241762,0.20824900320408535,0.014513513960657582,0.031394245881840394,0.2500772068758238
2012,VA,VA-06,730567,48041.0,0.24838777383152186,0.33474836102342925,0.8459484208840531,0.10888529046617217,0.01509101834602439,0.04229865296406764,0.1540515791159469
2012,VA,VA-07,730069,71232.0,0.3905184436584133,0.24106518443658415,0.7724612331163219,0.14655053152510242,0.040470147342237514,0.05140473023782684,0.22753876688367813
2012,VA,VA-08,726066,94433.0,0.5899765651540538,0.13226197125248793,0.6366514889830952,0.1410340106822245,0.11200910110100183,0.17918618968523523,0.3633485110169048
2012,VA,VA-09,723943,38247.0,0.1774017269852495,0.3274240275160423,0.9191718132504907,0.05153306268587444,0.011639037880054093,0.01899735200146973,0.08082818674950931
2012,VA,VA-10,734191,112577.0,0.5254167376925327,0.169068919291467,0.7421066180326373,0.06742387198971385,0.11752527612024664,0.11887506112169721,0.25789338196736267
2012,VA,VA-11,729612,102086.0,0.5298599304856818,0.15447036661353428,0.6018692126774231,0.12236366726424455,0.17264929853127417,0.17482579782130778,0.3981307873225769
2012,WA,WA-01,680517,79164.0,0.38996954886810653,0.2031708189295506,0.8252681417216616,0.011694050258847318,0.08710436330025555,0.07877540164316248,0.17473185827833837
2012,WA,WA-02,672871,57901.0,0.28405280595431737,0.24345639780663114,0.8091565842486895,0.023436884633161483,0.07578272804148195,0.09734555360537162,0.19084341575131047
2012,WA,WA-04,671642,49029.0,0.19097045587947564,0.2648894541185678,0.7362493709446402,0.01064406335518029,0.015275995247468145,0.3599000658088684,0.26375062905535984
2012,WA,WA-05,671885,47213.0,0.2768969435369375,0.26028061206993125,0.8908592988383429,0.01602804051288539,0.023006913385475194,0.05557349844095344,0.10914070116165708
2012,WA,WA-07,671488,65671.0,0.54811330547578,0.13031920848183118,0.7745261270491803,0.043512318909645444,0.1017203583682806,0.07055822293175754,0.22547387295081966
2012,WA,WA-09,670059,64339.0,0.3809484076097458,0.20338986772533243,0.5630056457714918,0.11233040672537792,0.21075009812568743,0.11620618482850018,0.4369943542285082
2012,WA,WA-10,679904,58190.0,0.24914668047962324,0.27360058991578773,0.7577937473525674,0.0609453687579423,0.06402227373276227,0.09971996046500682,0.24220625264743256
2012,WV,WV-02,620458,44830.0,0.19936538953422725,0.4075978127369132,0.923777274207118,0.034603470339652324,0.007441277250031428,0.01723565495166474,0.07622272579288203
2012,NM,NM-01,687360,47715.0,0.31029043108770493,0.2443540715059398,0.7021778980446928,0.026940758845437618,0.021477828212290502,0.4819090432960894,0.29782210195530723
2012,NM,NM-02,687866,39710.0,0.19513199903875864,0.2795953631547026,0.8066527492273204,0.016825951566148058,0.007103127644046951,0.5148531836142505,0.19334725077267956
2012,NY,NY-01,717495,86540.0,0.33149438975064416,0.3044091529704038,0.873514101143562,0.04849511146419139,0.0352490261256176,0.1241207255799692,0.12648589885643802
2012,NY,NY-02,720360,87149.0,0.27318018723965853,0.32585268280612034,0.7810192126159142,0.09826892109500805,0.030465322894108502,0.21025737131434283,0.21898078738408577
2012,NY,NY-03,719146,101114.0,0.4993392286268951,0.2103352240124917,0.7878358497440019,0.027741237523395804,0.1284231574673293,0.0958873441554288,0.2121641502559981
2012,NY,NY-04,714547,92926.0,0.38518381178991173,0.2579339328203702,0.6976308066509271,0.14415006990442897,0.060098216072560655,0.17578549766495416,0.30236919334907286
2012,NY,NY-05,733970,60791.0,0.2355704350169467,0.2996361902590201,0.18583729580228076,0.514429745084949,0.1266059920705206,0.1900949630093873,0.8141627041977193
2012,NY,NY-06,713657,57739.0,0.3681467299974678,0.2500095917004934,0.4948819951321153,0.03820462771331326,0.37184109453140657,0.18537196440306758,0.5051180048678847
2012,NY,NY-07,729646,42917.0,0.2734086373094399,0.2354579812306255,0.49274442674941,0.1024825737412389,0.18369592925884606,0.43683512278556996,0.50725557325059
2012,NY,NY-08,717919,43529.0,0.26425676922196095,0.30060455953670934,0.30177638424390496,0.5607192454859113,0.04285580963869183,0.18152465668132478,0.698223615756095
2012,NY,NY-10,710107,71591.0,0.5677227950234291,0.15939167323528597,0.7201590746183322,0.04288086161662961,0.17090382153675432,0.12092402975889549,0.2798409253816678
2012,NY,NY-11,714441,63645.0,0.2982716642020711,0.3169605535881732,0.7413754249826088,0.0765717533008324,0.12033183985801486,0.15441163091143986,0.2586245750173912
2012,NY,NY-13,740984,35264.0,0.273007372103926,0.2288075043554988,0.2585926281809054,0.32079100223486606,0.04138280988523369,0.5376877233516513,0.7414073718190946
2012,NY,NY-15,713763,25351.0,0.11295367694128144,0.2710834901359818,0.16751078439201808,0.3455390654881242,0.017148549308383877,0.6621959950291624,0.832489215607982
2012,NY,NY-16,724003,62774.0,0.3715073942855492,0.24802994443194926,0.48770654265244756,0.3306961435242672,0.04694041323033192,0.22618414564580533,0.5122934573475524
2012,NY,NY-18,716644,77480.0,0.34053942763022443,0.2701513279802347,0.791360843040617,0.09151405718878551,0.031072610668616496,0.1474386166632247,0.20863915695938295
2012,NY,NY-20,718309,59541.0,0.3489588832918212,0.2718580677486744,0.8242914957212008,0.0898791467181951,0.037461593826612224,0.053897417406714936,0.17570850427879925
2012,NY,NY-21,717916,49330.0,0.21068630961936632,0.37153871168245267,0.9289791563358387,0.02987814730414143,0.008651429972308737,0.026813721939614104,0.07102084366416128
2012,NY,NY-23,717240,46482.0,0.23538639033838923,0.34963006869396784,0.9205984049969327,0.02825832357369918,0.02041854888182477,0.03197256148569517,0.07940159500306732
2012,NY,NY-25,718225,52089.0,0.35322945119652593,0.24990470333780507,0.7598677294719621,0.15583835149152425,0.033613421977792476,0.07442236068084514,0.24013227052803787
2012,NY,NY-26,717984,43126.0,0.2787191165292457,0.29610022720541485,0.7437965191424879,0.1796906337745688,0.03138092213754067,0.05224907518830503,0.2562034808575121
2012,NC,NC-11,731389,40639.0,0.21110823134149267,0.3049157667386609,0.907482885304537,0.030753812266796465,0.010603112707464838,0.05385916386492003,0.09251711469546298
2012,NC,NC-12,735736,37163.0,0.22310131133250588,0.2819774195047159,0.37243793969576044,0.5020211053965009,0.04440723302923875,0.14271831200321855,0.6275620603042396
2012,NC,NC-01,730276,34154.0,0.1784270392007736,0.3079768844581057,0.38831482891399965,0.5261586030487103,0.013097787685751688,0.07871818326221867,0.6116851710860003
2012,NC,NC-05,734124,43748.0,0.25458993612511166,0.2946675460304591,0.8060191466291798,0.12636557311843777,0.014387215238842484,0.08225041001247746,0.19398085337082016
2012,NC,NC-06,742778,49879.0,0.2792035225048924,0.2825068493150685,0.7815888461963063,0.15067085993392373,0.019366486352584488,0.05964904722541594,0.2184111538036937
2012,NC,NC-08,730729,41775.0,0.1619389393193651,0.33126904122561635,0.6848188589750783,0.18747305772728332,0.010813858489262093,0.08379029708688172,0.3151811410249217
2012,NC,NC-10,733215,42885.0,0.21883965288186064,0.29583446353299425,0.8274885265576946,0.11705570671631105,0.014245480520720388,0.05542030645854217,0.17251147344230544
2012,OH,OH-04,720661,47211.0,0.158029663382221,0.42978411971204933,0.9096995674804104,0.05056330230163697,0.007372398395362035,0.03047341260315183,0.09030043251958964
2012,OH,OH-03,718256,40715.0,0.2550851291607129,0.3049666515863453,0.5890587757011427,0.3226523690717516,0.03022459958566305,0.059771167940121626,0.41094122429885727
2012,OH,OH-05,723629,51437.0,0.2340491097734404,0.37973977192043656,0.9318891310326147,0.025826770347788713,0.012304647823677602,0.04381250613228602,0.06811086896738527
2012,OH,OH-07,720503,48145.0,0.1796897718765275,0.412787783916893,0.9317185355230998,0.03868269805955007,0.005286584511098496,0.018141492818211723,0.0682814644769002
2012,OH,OH-09,721252,40026.0,0.20035914412999103,0.34955169407412184,0.7644041195033081,0.16128620787186726,0.013551435559277479,0.09524687626516114,0.2355958804966919
2012,OH,OH-11,715570,34102.0,0.25068034176485615,0.29394564444040966,0.40483810109423257,0.5398255935827382,0.02246041617172324,0.03716757270427771,0.5951618989057674
2012,OH,OH-12,720673,63143.0,0.3728607348527861,0.28247554754165183,0.8940185077004411,0.045712826760541884,0.030853105361238732,0.01808309732708177,0.10598149229955889
2012,OH,OH-14,719513,60063.0,0.3143704788425837,0.316232955636643,0.9241917797176702,0.03718209399969146,0.018650114730380134,0.02315594019843978,0.07580822028232981
2012,OH,OH-16,719484,59297.0,0.3070586396498934,0.3251951716067392,0.9426366673894069,0.018521607151792116,0.020536940362815573,0.018760667367168693,0.05736333261059312
2012,NC,NC-03,734054,45614.0,0.21540703007802803,0.29397036445461316,0.7443607690987312,0.1924872012140796,0.01211491252687132,0.06295994572606375,0.25563923090126883
2012,MS,MS-01,741907,40979.0,0.17956060757970724,0.32138142503843325,0.7045317000648329,0.26138451315326583,0.006299980994922544,0.029918844275630234,0.2954682999351671
2012,MS,MS-02,740433,31451.0,0.17766041687400747,0.2941614272547501,0.3318261071562181,0.6473536430710138,0.00498897266869521,0.017250716810298838,0.6681738928437819
2012,MS,MS-03,742109,41088.0,0.24458157549360968,0.29094714267379324,0.6179927746463121,0.3489824271097642,0.009373286134516627,0.021604642983712636,0.3820072253536879
2012,MS,MS-04,743171,42437.0,0.1960188926856356,0.3096724144744094,0.7286613713398397,0.2282395303368942,0.014907739941413214,0.03717986842866581,0.27133862866016034
2012,PA,PA-16,705171,53252.0,0.23659373094921693,0.3746145985465486,0.836926078922701,0.06258056556494808,0.01855861911507989,0.16259035042564143,0.163073921077299
2012,MO,MO-02,747434,73742.0,0.4577391384914722,0.2056004231104797,0.9038175945969812,0.03489672666750509,0.03885961837433138,0.024201467955699097,0.09618240540301881
2012,MO,MO-04,747089,44071.0,0.22973764470122623,0.3550749496918758,0.8993975282730705,0.04507762796668135,0.013548586580715283,0.03278056563541961,0.10060247172692949
2012,MO,MO-05,748255,44979.0,0.24565616442478408,0.3127019951250338,0.6955316035308818,0.21871554483431452,0.016847197813579594,0.08244114640062546,0.30446839646911816
2012,MO,MO-07,748130,41789.0,0.21998761115322232,0.32712668410885887,0.9227460468100463,0.015790036490984188,0.010127918944568458,0.04300723136353308,0.07725395318995365
2012,MT,MT-00,990785,45456.0,0.28482863301143835,0.3023191035202886,0.8961823200795329,0.004183551426394223,0.006090120460039262,0.029253571662873377,0.10381767992046709
2012,NE,NE-01,609440,52941.0,0.28427186365122137,0.2819709007986452,0.906778353898661,0.02676719611446574,0.021114465739039117,0.07515423995799422,0.09322164610133898
2012,NE,NE-02,610281,56593.0,0.3687856539736804,0.22668204378359455,0.8033446887581295,0.09928868832554184,0.02515726362118434,0.10039965196360365,0.19665531124187052
2012,NE,NE-03,607585,45589.0,0.19456729436640102,0.3483034446218716,0.9375560621147658,0.008943604598533538,0.006716755680275188,0.09888492968062082,0.06244393788523417
2012,NV,NV-02,675654,55401.0,0.23722805942853084,0.2666227211590961,0.8393808073362994,0.019085212253609096,0.03844423329100397,0.20546463130537226,0.16061919266370062
2012,NV,NV-03,683422,66331.0,0.3087553606299679,0.2612644633869238,0.7233875994627038,0.06828138397651817,0.12198026987717692,0.15595049617952012,0.2766124005372962
2012,NH,NH-01,659340,65807.0,0.33356186126076875,0.2900614600509669,0.9418190918190918,0.014352231018897686,0.02037643704310371,0.02675857675857676,0.05818090818090815
2012,NH,NH-02,658134,63884.0,0.33514138987458947,0.29554340878534746,0.9427578578222672,0.008928272965687838,0.02317005351493769,0.029951347294016113,0.057242142177732824
2012,NJ,NJ-09,733527,59495.0,0.3099561905068694,0.31739736176655337,0.6286776083225294,0.11048945710246522,0.11902493023433357,0.34052870582814265,0.3713223916774706
2012,NJ,NJ-10,728175,48912.0,0.25877455274417976,0.3192130487517267,0.29897071445737633,0.535795653517355,0.06542108696398531,0.17170735056820133,0.7010292855426237
2012,NJ,NJ-12,731881,79636.0,0.41948019717076496,0.2491510478984526,0.5917082148600661,0.17592204197130407,0.14835198618354623,0.15149867259841424,0.4082917851399339
2012,NJ,NJ-01,732786,64334.0,0.28139118505104865,0.32717877944662094,0.6957433684595503,0.16639919430775152,0.04557674409718526,0.11596700810332075,0.3042566315404497
2012,NJ,NJ-02,732627,58288.0,0.23024993620007655,0.35795545170345794,0.7458788715130619,0.13292166409373393,0.037220850446407244,0.14426713730179205,0.25412112848693813
2012,NJ,NJ-04,730382,75583.0,0.3615498479106007,0.2895778095873253,0.8540996355331868,0.06649670994082549,0.03730376706983469,0.09141106982373608,0.1459003644668132
2012,NJ,NJ-06,734674,75713.0,0.3587570795307458,0.29354437052945964,0.6677437884013862,0.10016279329335188,0.17185581632125269,0.1984213406218268,0.33225621159861385
