year,state,state_po,district,dem_share,rep_share,margin,winner,margin_abs,competitive,district_id,total_population,median_income,pct_college,pct_hs_only,pct_white,pct_black,pct_asian,pct_hispanic,pct_nonwhite,cvap_total,incumbent_running,open_seat,generic_ballot_margin,redistricting_year,prev_margin,prev_winner,dem_share_lag,party_flip,dem_swing,competitiveness_score,district_vs_generic,pres_popular_margin,pres_year,natl_unemployment_rate,natl_gdp_growth,pres_approval,urban_rural_code,urban_rural_label,poverty_rate,district_unemployment_rate,median_age,median_home_value,owner_occ_rate,health_ins_rate
2014,ALABAMA,AL,3,0.3372238539139318,0.6612054654577959,0.323981611543864,R,0.323981611543864,False,AL-03,692659,41037.0,0.2007187702017158,0.3253706158852597,0.706896178350386,0.2533353352804193,0.0133326788506321,0.0285003154510372,0.293103821649614,536089,True,False,-5.7,False,0.281696053736356,R,0.3582703610411419,False,-0.021046507127210123,0.6760183884561359,6.0239816115438645,3.9,2012.0,6.2,2.5,42.6,4,Small metro,0.20974701461769393,0.10904476191364879,37.7,115400.0,0.6890675792550177,0.48248488756584546
2016,ALABAMA,AL,3,0.3293196890325457,0.6693184351315203,0.3399987460989746,R,0.3399987460989746,False,AL-03,700551,42953.0,0.2116700253135155,0.3179158180437835,0.7006028112157431,0.2540899948754623,0.0158603727637245,0.0290071672155203,0.2993971887842569,544463,True,False,-1.0,False,0.323981611543864,R,0.3372238539139318,False,-0.007904164881386067,0.6600012539010254,1.3399987460989746,2.1,2016.0,4.7,1.7,48.5,4,Small metro,0.19569676352357465,0.08346257221415553,38.1,120700.0,0.6879102986344965,0.4826483978440231
2018,ALABAMA,AL,3,0.3621844210163206,0.6371731022141733,0.2749886811978527,R,0.2749886811978527,False,AL-03,706705,46576.0,0.2168187173591618,0.3151584634031293,0.695907061645241,0.2549677729745792,0.0183428729101959,0.0309719048259174,0.304092938354759,550515,True,False,8.6,False,0.3399987460989746,R,0.3293196890325457,False,0.032864731983774875,0.7250113188021473,-8.325011318802147,2.1,2016.0,3.9,3.0,42.0,4,Small metro,0.18201368153401137,0.06868082689826732,38.4,128700.0,0.6897304127744452,0.4824569616843391
2020,ALABAMA,AL,3,0.3245933079687432,0.6746153416461329,0.3500220336773897,R,0.3500220336773897,False,AL-03,713404,50987.0,0.231799088316006,0.3081312974748725,0.6871366014207938,0.257888938105197,0.019432187091746,0.031454827839485,0.3128633985792062,557146,True,False,6.8,False,0.2749886811978527,R,0.3621844210163206,False,-0.037591113047577396,0.6499779663226103,-6.44997796632261,4.5,2020.0,8.1,-3.4,41.9,4,Small metro,0.16418352429983762,0.05813732288489743,38.6,142600.0,0.7020594003414813,0.47962471501725246
2022,ALABAMA,AL,3,0.2513523733495793,0.7121729357268153,0.4608205623772359,R,0.4608205623772359,False,AL-03,717658,55398.0,0.223599390771004,0.3197773021034866,0.6906144709597051,0.2477558948691438,0.014157161210493,0.0339061224148549,0.3093855290402949,566409,True,False,-2.8,True,0.3500220336773897,R,0.3245933079687432,False,-0.07324093461916387,0.5391794376227641,3.2608205623772357,4.5,2020.0,3.6,2.1,40.4,4,Small metro,0.1740804624224104,0.05622029779769786,39.2,161800.0,0.7136404598904054,0.4837438591460931
2012,ALABAMA,AL,4,0.2590164909073343,0.7397164069293024,0.4806999160219681,R,0.4806999160219681,False,AL-04,681718,38676.0,0.1474439434757529,0.3377261110306969,0.8899794343115481,0.068133744451518,0.0054083946734573,0.0565571101247143,0.1100205656884518,522063,,,-1.0,True,,,,False,,0.519300083978032,1.480699916021968,3.9,2012.0,8.1,2.3,49.1,4,Small metro,0.18420484958664407,0.09972119753549143,40.0,97500.0,0.7427993072751302,0.48793210883950033
2018,ALABAMA,AL,4,0.201291082353043,0.7977477496980114,0.5964566673449684,R,0.5964566673449684,False,AL-04,683391,43458.0,0.1719126686442097,0.3425425493343285,0.8743793816424272,0.0703652813689381,0.0055561164838284,0.0649042788096419,0.1256206183575727,527387,,,8.6,False,,,,False,,0.4035433326550316,-8.003543332655031,2.1,2016.0,3.9,3.0,42.0,4,Small metro,0.1803266539096047,0.05856536709684416,40.8,112300.0,0.7390796038136983,0.48995572960505135
2020,ALABAMA,AL,4,0.1768297859629153,0.8224187102434055,0.6455889242804902,R,0.6455889242804902,False,AL-04,687640,47429.0,0.1813133189353918,0.3362842816875395,0.865484846722122,0.0699392123785701,0.0057428305508696,0.0668605665755337,0.134515153277878,531128,True,False,6.8,False,0.5964566673449684,R,0.201291082353043,False,-0.0244612963901277,0.3544110757195098,-6.154411075719509,4.5,2020.0,8.1,-3.4,41.9,4,Small metro,0.16319391231565422,0.048728722507446504,40.9,125400.0,0.7478395533802386,0.4900659238734825
2022,ALABAMA,AL,4,0.1363796600471049,0.8412224816459156,0.7048428215988106,R,0.7048428215988106,False,AL-04,717747,54500.0,0.1847177585830048,0.3407641120708498,0.8395367727068173,0.0733615048199435,0.0048875160746056,0.0694464762653135,0.1604632272931827,556166,True,False,-2.8,True,0.6455889242804902,R,0.1768297859629153,False,-0.0404501259158104,0.2951571784011894,3.5048428215988103,4.5,2020.0,3.6,2.1,40.4,4,Small metro,0.15986440812418018,0.04556776919931097,40.9,151100.0,0.7467426559512407,0.49311351783642526
2012,ALABAMA,AL,5,0.3493801773472071,0.6494663448829873,0.3000861675357801,R,0.3000861675357801,False,AL-05,682973,50180.0,0.2843757355954072,0.2757076972703416,0.7741521260723337,0.1703024863354774,0.0156082304864174,0.0465421034213651,0.2258478739276662,523642,,,-1.0,True,,,,False,,0.6999138324642199,1.3000861675357802,3.9,2012.0,8.1,2.3,49.1,4,Small metro,0.14031893050372435,0.09422040621238571,38.4,139400.0,0.7166968368013437,0.4868546549951418
2016,ALABAMA,AL,5,0.3315776159000538,0.6669791065301013,0.3354014906300474,R,0.3354014906300474,False,AL-05,704796,51830.0,0.3049434100340122,0.2723407705549226,0.7670247844766429,0.1724967224558595,0.0160698982400581,0.0489333083615684,0.2329752155233571,546889,,,-1.0,False,,,,False,,0.6645985093699526,1.3354014906300473,2.1,2016.0,4.7,1.7,48.5,4,Small metro,0.14974922413492497,0.07750502223718894,39.3,149100.0,0.6982295409398305,0.48576656533202706
2018,ALABAMA,AL,5,0.3889470716184645,0.6102012866695055,0.2212542150510409,R,0.2212542150510409,False,AL-05,714145,55043.0,0.3184250203748981,0.2698797881010595,0.7598582920835405,0.1748538462077029,0.0165918685981138,0.0509434358568638,0.2401417079164595,556547,True,False,8.6,False,0.3354014906300474,R,0.3315776159000538,False,0.05736945571841068,0.7787457849489591,-8.37874578494896,2.1,2016.0,3.9,3.0,42.0,4,Small metro,0.14402397697567582,0.05769420189928791,39.7,157000.0,0.6992253283933985,0.48564347913919204
